cell_id,x,y,longitude,latitude,B02,B03,B04,B08,B11,B12,NDVI,NDWI,red_nir_ratio,swir_nir_ratio,elevation,slope,aspect,hillshade,distance_to_moil_balaghat_m,valid_feature_fraction,feature_quality
GRID-00013,418097.89,2418488.9,80.207282,21.868554,885.0,1332.0,1588.0,2558.0,3072.0,2499.0,0.23396044969558716,-0.315167099237442,0.6207975149154663,1.1548084020614624,305.4615173339844,0.6793645024299622,200.51980590820312,179.41363525390625,3262.1,1.0,valid
GRID-00014,418127.89,2418488.9,80.207572,21.868555,564.0,904.0,862.0,3062.0,2789.0,1895.0,0.5606523752212524,-0.5441250205039978,0.28151535987854004,0.879163920879364,305.5630187988281,0.9324096441268921,216.63783264160156,179.86163330078125,3242.51,1.0,valid
GRID-00015,418157.89,2418488.9,80.207863,21.868557,494.0,796.0,679.0,2955.0,2655.0,1924.0,0.6263071298599243,-0.575579822063446,0.22978003323078156,0.8883247971534729,306.8074645996094,1.088733196258545,243.5714111328125,181.37083435058594,3223.08,1.0,valid
GRID-00016,418187.89,2418488.9,80.208153,21.868558,585.0,976.0,795.0,2986.0,2631.0,1655.0,0.5794763565063477,-0.5073195099830627,0.26624247431755066,0.9032149910926819,307.90228271484375,0.13854917883872986,156.14151000976562,179.905029296875,3203.81,1.0,valid
GRID-00017,418217.89,2418488.9,80.208443,21.86856,646.0,1028.0,902.0,3124.0,2426.0,1597.0,0.5519125461578369,-0.504817008972168,0.2887323796749115,0.8242636919021606,306.9209899902344,0.3504328727722168,52.891868591308594,180.15744018554688,3184.71,1.0,valid
GRID-00018,418247.89,2418488.9,80.208734,21.868561,656.0,1000.0,988.0,3042.0,2530.0,1597.0,0.5096774101257324,-0.5051954388618469,0.32478633522987366,0.8570019602775574,307.02423095703125,0.46406105160713196,346.9638671875,181.54530334472656,3165.78,1.0,valid
GRID-00019,418277.89,2418488.9,80.209024,21.868562,659.0,946.0,838.0,2818.0,2552.0,1539.0,0.5415754914283752,-0.4973432719707489,0.29737403988838196,0.9364798069000244,307.0214538574219,0.4300013780593872,29.888893127441406,180.65992736816406,3147.02,1.0,valid
GRID-00020,418307.89,2418488.9,80.209314,21.868564,638.0,1000.0,990.0,2846.0,2680.0,1737.0,0.4838372766971588,-0.4799792170524597,0.34785664081573486,0.9557273983955383,306.9161682128906,0.6518396735191345,68.34603881835938,179.48765563964844,3128.44,1.0,valid
GRID-00021,418337.89,2418488.9,80.209605,21.868565,610.0,960.0,836.0,3012.0,2524.0,1696.0,0.5654885768890381,-0.5166163444519043,0.277556449174881,0.8751659393310547,305.7137145996094,0.9592388868331909,77.15384674072266,178.6804656982422,3110.03,1.0,valid
GRID-00022,418367.89,2418488.9,80.209895,21.868567,607.0,980.0,957.0,3066.0,3049.0,2101.0,0.5242356657981873,-0.5155709981918335,0.3121330738067627,0.9598825573921204,305.0625305175781,0.3445034325122833,49.82768249511719,180.2177276611328,3091.81,1.0,valid
GRID-00023,418397.89,2418488.9,80.210185,21.868568,776.0,1206.0,1172.0,2900.0,3207.0,2294.0,0.4243614971637726,-0.4125669598579407,0.4041379392147064,1.103103518486023,305.1389465332031,0.10563576966524124,305.3649597167969,180.63966369628906,3073.77,1.0,valid
GRID-00024,418427.89,2418488.9,80.210476,21.868569,761.0,1146.0,1130.0,2850.0,3147.0,2228.0,0.43216076493263245,-0.42642641067504883,0.39649122953414917,1.1115789413452148,305.1639709472656,0.3498520851135254,228.2245635986328,180.37078857421875,3055.92,1.0,valid
GRID-00025,418457.89,2418488.9,80.210766,21.868571,750.0,1126.0,1108.0,2921.0,3148.0,2202.0,0.44998762011528015,-0.44353845715522766,0.3793221414089203,1.0866141319274902,305.4350280761719,0.32626065611839294,236.9302215576172,180.5215606689453,3038.26,1.0,valid
GRID-00026,418487.89,2418488.9,80.211057,21.868572,902.0,1230.0,1528.0,2692.0,3363.0,2697.0,0.27582940459251404,-0.37276899814605713,0.5676077008247375,1.2321693897247314,305.4447021484375,0.21680285036563873,271.16302490234375,180.80308532714844,3020.8,1.0,valid
GRID-00027,418517.89,2418488.9,80.211347,21.868574,894.0,1268.0,1534.0,2488.0,3329.0,2816.0,0.23719541728496552,-0.3248136341571808,0.6165595054626465,1.3259646892547607,305.66375732421875,0.1988385170698166,274.505615234375,180.78700256347656,3003.53,1.0,valid
GRID-00028,418547.89,2418488.9,80.211637,21.868575,678.0,1036.0,1064.0,2674.0,3023.0,2182.0,0.43071162700653076,-0.4415094554424286,0.39790576696395874,1.1611818075180054,305.69677734375,0.21096742153167725,262.91424560546875,180.71897888183594,2986.46,1.0,valid
GRID-00029,418577.89,2418488.9,80.211928,21.868576,656.0,1002.0,994.0,2656.0,2987.0,2061.0,0.45534244179725647,-0.4521596431732178,0.3742469847202301,1.1393072605133057,305.9019470214844,1.114818811416626,275.0473327636719,182.9673614501953,2969.6,1.0,valid
GRID-00030,418607.89,2418488.9,80.212218,21.868578,675.0,1060.0,1004.0,2699.0,2896.0,1963.0,0.4577369689941406,-0.4360201954841614,0.3719896376132965,1.0855873823165894,306.6187438964844,1.2400290966033936,304.76513671875,184.1100311279297,2952.95,1.0,valid
GRID-00031,418637.89,2418488.9,80.212508,21.868579,760.0,1124.0,1162.0,2395.0,2373.0,1596.0,0.346640408039093,-0.3611821234226227,0.4851774573326111,0.9110646843910217,306.60577392578125,1.4134219884872437,16.919509887695312,182.35092163085938,2936.51,1.0,valid
GRID-00032,418667.89,2418488.9,80.212799,21.868581,656.0,1114.0,976.0,748.0,367.0,261.0,-0.13225057721138,0.19656285643577576,1.3048127889633179,0.874331533908844,306.42950439453125,1.3568159341812134,330.3228759765625,184.37945556640625,2920.29,1.0,valid
GRID-00033,418697.89,2418488.9,80.213089,21.868582,676.0,1136.0,1050.0,741.0,412.0,282.0,-0.17252928018569946,0.2104421854019165,1.4170039892196655,0.6072874665260315,307.84771728515625,1.7801262140274048,281.79376220703125,184.9117889404297,2904.28,1.0,valid
GRID-00034,418727.89,2418488.9,80.213379,21.868583,634.0,1022.0,947.0,1324.0,1199.0,732.0,0.1660061776638031,-0.12872977554798126,0.7152567505836487,0.7839878797531128,308.4073181152344,0.2274121195077896,196.96507263183594,179.9744415283203,2888.5,1.0,valid
GRID-00035,418757.89,2418488.9,80.21367,21.868585,427.0,646.0,694.0,2612.0,2098.0,1341.0,0.5801572799682617,-0.6034377217292786,0.26569676399230957,0.8675344586372375,307.7716979980469,0.5106766223907471,114.82331848144531,178.79660034179688,2872.95,1.0,valid
GRID-00036,418787.89,2418488.9,80.21396,21.868586,566.0,924.0,912.0,2490.0,2947.0,2026.0,0.46384474635124207,-0.45869946479797363,0.36626505851745605,1.1610441207885742,307.7519836425781,1.342857837677002,271.41363525390625,183.323486328125,2857.62,1.0,valid
GRID-00037,418817.89,2418488.9,80.21425,21.868587,603.0,896.0,961.0,2532.0,2971.0,2064.0,0.4497566223144531,-0.4772462248802185,0.37954187393188477,1.1872037649154663,308.8448181152344,2.620486259460449,278.0769958496094,186.71421813964844,2842.53,1.0,valid
GRID-00038,418847.89,2418488.9,80.214541,21.868589,807.0,1180.0,1370.0,3136.0,3327.0,2533.0,0.39192190766334534,-0.4531974196434021,0.4368622303009033,1.0264668464660645,310.30535888671875,1.6517572402954102,305.59442138671875,185.3648681640625,2827.68,1.0,valid
GRID-00039,418877.89,2418488.9,80.214831,21.86859,811.0,1196.0,1270.0,3041.0,3261.0,2490.0,0.41080954670906067,-0.43544963002204895,0.4176257848739624,1.047352910041809,310.9053649902344,1.7219723463058472,11.683120727539062,183.2069091796875,2813.07,1.0,valid
GRID-00040,418907.89,2418488.9,80.215121,21.868592,628.0,1034.0,1044.0,2678.0,3125.0,2338.0,0.43901124596595764,-0.44288796186447144,0.3898431658744812,1.1456310749053955,309.9444885253906,2.6966519355773926,348.1038513183594,187.21890258789062,2798.7,1.0,valid
GRID-00041,418937.89,2418488.9,80.215412,21.868593,756.0,1094.0,1190.0,2758.0,3109.0,2275.0,0.3971630930900574,-0.4319833517074585,0.4314720928668976,1.0920957326889038,310.7848815917969,3.6791768074035645,345.298095703125,189.93077087402344,2784.58,1.0,valid
GRID-00042,418967.89,2418488.9,80.215702,21.868594,500.0,771.0,777.0,2764.0,2751.0,1933.0,0.5611409544944763,-0.5637906193733215,0.2811143100261688,1.0253256559371948,310.762451171875,3.548673152923584,344.1405944824219,189.71453857421875,2770.72,1.0,valid
GRID-00043,418997.89,2418488.9,80.215992,21.868596,610.0,935.0,913.0,2689.0,2983.0,2050.0,0.493059366941452,-0.48399561643600464,0.33953142166137695,1.1286723613739014,312.3028564453125,3.677356243133545,306.57672119140625,191.38107299804688,2757.11,1.0,valid
GRID-00044,419027.89,2418488.9,80.216283,21.868597,830.0,1108.0,1446.0,2208.0,2919.0,2604.0,0.20853856205940247,-0.33172497153282166,0.654891312122345,1.2998188734054565,314.3173522949219,2.504725217819214,299.969482421875,187.75033569335938,2743.77,1.0,valid
GRID-00045,419057.89,2418488.9,80.216573,21.868599,642.0,934.0,1332.0,2211.0,3106.0,2814.0,0.2480948120355606,-0.40604132413864136,0.6024423241615295,1.3423789739608765,314.4296569824219,1.0484014749526978,8.206901550292969,182.2580108642578,2730.68,1.0,valid
GRID-00046,419087.89,2418488.9,80.216863,21.8686,880.0,1228.0,1502.0,2415.0,3280.0,2919.0,0.23308657109737396,-0.3258303701877594,0.6219461560249329,1.2968943119049072,313.9300231933594,0.7267093658447266,357.7018737792969,181.97837829589844,2717.87,1.0,valid
GRID-00047,419117.89,2418488.9,80.217154,21.868601,874.0,1272.0,1600.0,2554.0,3257.0,2825.0,0.22965817153453827,-0.3350757658481598,0.6264682412147522,1.2486295700073242,314.4581298828125,0.885939359664917,346.5241394042969,182.6671905517578,2705.33,1.0,valid
GRID-00048,419147.89,2418488.9,80.217444,21.868603,514.0,914.0,796.0,3012.0,2986.0,2373.0,0.5819327235221863,-0.534386157989502,0.2642762362957001,0.9976759552955627,314.37652587890625,1.7162238359451294,39.91366958618164,180.71011352539062,2693.06,1.0,valid
GRID-00049,419177.89,2418488.9,80.217734,21.868604,1150.0,1622.0,1836.0,2859.0,3223.0,2633.0,0.2178913801908493,-0.2760544419288635,0.6421825885772705,1.1105281114578247,313.407470703125,2.5448765754699707,70.52039337158203,176.68505859375,2681.07,1.0,valid
GRID-00050,419207.89,2418488.9,80.218025,21.868605,715.0,1024.0,1106.0,2790.0,2994.0,2182.0,0.43223822116851807,-0.46303093433380127,0.3964157700538635,1.1075267791748047,311.7709655761719,0.9545204639434814,57.28264236450195,179.64820861816406,2669.37,1.0,valid
GRID-00051,419237.89,2418488.9,80.218315,21.868607,619.0,980.0,997.0,2796.0,3038.0,2093.0,0.4742947220802307,-0.48093223571777344,0.35658082365989685,1.087267518043518,312.534912109375,0.8632838129997253,346.6927185058594,182.60333251953125,2657.95,1.0,valid
GRID-00052,419267.89,2418488.9,80.218605,21.868608,593.0,946.0,934.0,2850.0,2890.0,1930.0,0.5063424706459045,-0.5015806555747986,0.3277193009853363,1.037192940711975,311.9593811035156,2.5700628757476807,74.8956069946289,176.10092163085938,2646.83,1.0,valid
GRID-00053,419297.89,2418488.9,80.218896,21.86861,600.0,924.0,996.0,2851.0,2977.0,2013.0,0.4821939468383789,-0.5104635953903198,0.34935110807418823,1.052262306213379,309.8102111816406,2.2505617141723633,86.40789031982422,175.48980712890625,2636.0,1.0,valid
GRID-00054,419327.89,2418488.9,80.219186,21.868611,572.0,990.0,1032.0,2934.0,3183.0,2223.0,0.47957634925842285,-0.49541279673576355,0.3517382740974426,1.07498300075531,309.5778503417969,0.8599263429641724,91.07762908935547,178.34274291992188,2625.46,1.0,valid
GRID-00055,419357.89,2418488.9,80.219477,21.868612,668.0,1028.0,1148.0,2997.0,3317.0,2386.0,0.4460795819759369,-0.48919257521629333,0.38304972648620605,1.121788501739502,308.9192199707031,0.9617416858673096,81.6025390625,178.4822540283203,2615.23,1.0,valid
GRID-00056,419387.89,2418488.9,80.219767,21.868614,572.0,878.0,938.0,2612.0,3264.0,2271.0,0.47154927253723145,-0.4968481659889221,0.3591117858886719,1.2844562530517578,308.6114501953125,0.6918937563896179,60.889381408691406,179.7029571533203,2605.3,1.0,valid
GRID-00057,419417.89,2418488.9,80.220057,21.868615,769.0,1182.0,1252.0,3156.0,3580.0,2479.0,0.4319419264793396,-0.45504841208457947,0.39670470356941223,1.1387832164764404,308.3706970214844,0.5371250510215759,42.67601013183594,180.3728485107422,2595.69,1.0,valid
GRID-00058,419447.89,2418488.9,80.220348,21.868616,634.0,988.0,898.0,3062.0,3205.0,2150.0,0.5464646220207214,-0.5120987296104431,0.29327237606048584,1.094056248664856,308.2313232421875,0.38622575998306274,30.707969665527344,180.60818481445312,2586.38,1.0,valid
GRID-00059,419477.89,2418488.9,80.220638,21.868618,518.0,847.0,741.0,2743.0,2556.0,1647.0,0.5746268630027771,-0.5281336903572083,0.27014216780662537,0.9660954475402832,308.1206359863281,0.31156012415885925,40.8012580871582,180.38134765625,2577.39,1.0,valid
GRID-00060,419507.89,2418488.9,80.220928,21.868619,318.0,547.0,388.0,2019.0,1443.0,843.0,0.677606999874115,-0.5736555457115173,0.19217434525489807,0.900941014289856,307.98626708984375,0.2860734760761261,21.025367736816406,180.67579650878906,2568.72,1.0,valid
GRID-00061,419537.89,2418488.9,80.221219,21.868621,339.0,586.0,427.0,2187.0,1492.0,840.0,0.6732975840568542,-0.5773531198501587,0.19524462521076202,0.7027891874313354,308.01171875,0.5294299721717834,343.2297668457031,181.77247619628906,2560.37,1.0,valid
GRID-00062,419567.89,2418488.9,80.221509,21.868622,318.0,518.0,464.0,1590.0,1240.0,876.0,0.5481986403465271,-0.5085389018058777,0.2918238937854767,0.8402515649795532,308.1221008300781,0.9383233189582825,327.6656799316406,183.16900634765625,2552.35,1.0,valid
GRID-00063,419597.89,2418488.9,80.221799,21.868623,604.0,999.0,985.0,2004.0,1409.0,953.0,0.3409166634082794,-0.33466532826423645,0.49151697754859924,0.7395210266113281,308.4179992675781,1.4219591617584229,323.2669982910156,184.68470764160156,2544.66,1.0,valid
GRID-00064,419627.89,2418488.9,80.22209,21.868625,736.0,1364.0,1154.0,876.0,955.0,535.0,-0.13694581389427185,0.21785713732242584,1.3173515796661377,1.2100456953048706,308.9333190917969,1.363142967224121,343.1209411621094,184.0443115234375,2537.29,1.0,valid
GRID-00065,419657.89,2418488.9,80.22238,21.868626,676.0,1306.0,1034.0,827.0,894.0,603.0,-0.1112305223941803,0.22456635534763336,1.2503023147583008,1.241837978363037,308.8831481933594,0.9218951463699341,344.8111267089844,182.80609130859375,2530.26,1.0,valid
GRID-00066,419687.89,2418488.9,80.22267,21.868627,742.0,1138.0,1256.0,2776.0,2658.0,1914.0,0.3769841492176056,-0.4184977114200592,0.4524495601654053,0.8296109437942505,309.4662780761719,0.46680232882499695,293.26483154296875,181.67083740234375,2523.57,1.0,valid
GRID-00067,419717.89,2418488.9,80.222961,21.868629,425.0,615.0,590.0,2187.0,2443.0,1544.0,0.5750810503959656,-0.5610278844833374,0.26977595686912537,1.185185194015503,309.6051025390625,0.4950491487979889,222.2133331298828,180.22976684570312,2517.22,1.0,valid
GRID-00068,419747.89,2418488.9,80.223251,21.86863,454.0,697.0,602.0,2718.0,2104.0,1367.0,0.6373493671417236,-0.5918008685112,0.22148637473583221,0.8660779595375061,309.6745910644531,0.5841448307037354,190.6512451171875,179.26564025878906,2511.21,1.0,valid
GRID-00069,419777.89,2418488.9,80.223541,21.868631,475.0,684.0,692.0,1596.0,1558.0,1015.0,0.39510491490364075,-0.3999999761581421,0.43358394503593445,1.1033834218978882,309.4938049316406,0.30983152985572815,184.29371643066406,179.67369079589844,2505.54,1.0,valid
GRID-00070,419807.89,2418488.9,80.223832,21.868633,810.0,1266.0,1526.0,1750.0,2564.0,1823.0,0.06837604194879532,-0.16047745943069458,0.8720000386238098,1.184000015258789,309.62359619140625,0.7893059849739075,271.510498046875,182.09718322753906,2500.23,1.0,valid
GRID-00071,419837.89,2418488.9,80.224122,21.868634,761.0,1144.0,1210.0,2997.0,3593.0,2609.0,0.42476826906204224,-0.44747644662857056,0.40373706817626953,1.1858525276184082,310.2817077636719,1.128042459487915,274.06304931640625,182.95889282226562,2495.26,1.0,valid
GRID-00072,419867.89,2418488.9,80.224412,21.868636,772.0,1094.0,1198.0,2832.0,3610.0,2520.0,0.40545904636383057,-0.4426897466182709,0.423022598028183,1.2828389406204224,310.80096435546875,0.9486022591590881,275.7685546875,182.5998077392578,2490.64,1.0,valid
GRID-00073,419897.89,2418488.9,80.224703,21.868637,724.0,1018.0,1104.0,2885.0,3549.0,2497.0,0.44647786021232605,-0.4783500134944916,0.38266897201538086,1.2332755327224731,311.3794860839844,0.7177921533584595,282.94512939453125,182.21255493164062,2486.38,1.0,valid
GRID-00074,419927.89,2418488.9,80.224993,21.868638,767.0,1194.0,1322.0,3139.0,3517.0,2507.0,0.40730777382850647,-0.44888070225715637,0.4211532473564148,1.1264734268188477,311.6053161621094,0.7139174938201904,276.5321044921875,182.05728149414062,2482.47,1.0,valid
GRID-00075,419957.89,2418488.9,80.225283,21.86864,726.0,1080.0,1126.0,2916.0,3431.0,2401.0,0.4428500533103943,-0.4594593942165375,0.3861454129219055,1.1800411939620972,311.9925842285156,1.6696369647979736,261.4017333984375,183.3534393310547,2478.92,1.0,valid
GRID-00076,419987.89,2418488.9,80.225574,21.868641,812.0,1274.0,1312.0,3136.0,3299.0,2503.0,0.4100719392299652,-0.4222222566604614,0.4183673560619354,1.0698342323303223,313.3955383300781,2.207967758178711,256.80596923828125,183.83966064453125,2475.72,1.0,valid
GRID-00077,420017.89,2418488.9,80.225864,21.868642,337.0,636.0,517.0,2510.0,2833.0,2047.0,0.6584076881408691,-0.5956770181655884,0.20597609877586365,1.1227092742919922,314.4957580566406,1.8856769800186157,253.11480712890625,183.01055908203125,2472.89,1.0,valid
GRID-00078,420047.89,2418488.9,80.226154,21.868644,576.0,958.0,933.0,2917.0,3234.0,2326.0,0.5153247117996216,-0.5055484175682068,0.3198491632938385,1.063421368598938,315.1227722167969,0.9229571223258972,222.63168334960938,180.16880798339844,2470.42,1.0,valid
GRID-00079,420077.89,2418488.9,80.226445,21.868645,431.0,687.0,659.0,2535.0,2963.0,1979.0,0.5873513221740723,-0.5735568404197693,0.2599605321884155,1.1487178802490234,314.8134460449219,0.9981423616409302,185.1688232421875,178.27294921875,2468.31,1.0,valid
GRID-00080,420107.89,2418488.9,80.226735,21.868647,692.0,1078.0,1270.0,2720.0,3502.0,2548.0,0.36340853571891785,-0.4323328137397766,0.46691176295280457,1.2249999046325684,315.1556396484375,1.2704927921295166,207.22792053222656,179.04759216308594,2466.56,1.0,valid
GRID-00081,420137.89,2418488.9,80.227025,21.868648,574.0,937.0,1134.0,2668.0,3462.0,2423.0,0.40347185730934143,-0.4801664352416992,0.4250375032424927,1.2871065139770508,315.5163269042969,1.0263233184814453,220.17005920410156,180.0113525390625,2465.18,1.0,valid
GRID-00082,420167.89,2418488.9,80.227316,21.868649,646.0,1013.0,1238.0,2636.0,3583.0,2673.0,0.3608672618865967,-0.4447793662548065,0.4696510136127472,1.3414263725280762,315.8576965332031,0.6697037220001221,254.2425994873047,181.3294677734375,2464.16,1.0,valid
GRID-00083,420197.89,2418488.9,80.227606,21.868651,569.0,956.0,1016.0,2850.0,3445.0,2531.0,0.4743921756744385,-0.49763527512550354,0.35649123787879944,1.2028069496154785,316.2689514160156,0.8473265171051025,300.9100341796875,182.87875366210938,2463.51,1.0,valid
GRID-00084,420227.89,2418488.9,80.227897,21.868652,682.0,994.0,1276.0,2557.0,3706.0,2799.0,0.33420294523239136,-0.4401577115058899,0.49902230501174927,1.464215874671936,316.85223388671875,1.1903107166290283,311.7860107421875,184.01312255859375,2463.22,1.0,valid
GRID-00085,420257.89,2418488.9,80.228187,21.868653,626.0,954.0,1022.0,2610.0,3540.0,2561.0,0.43722468614578247,-0.46464645862579346,0.3915708661079407,1.3854405879974365,317.2735595703125,1.9107636213302612,291.64813232421875,185.7316436767578,2463.3,1.0,valid
GRID-00086,420287.89,2418488.9,80.228477,21.868655,614.0,874.0,940.0,2648.0,3210.0,2268.0,0.47603127360343933,-0.5036911368370056,0.3549848794937134,1.2647279500961304,318.8386535644531,1.5418460369110107,286.0373229980469,184.49185180664062,2463.74,1.0,valid
GRID-00087,420317.89,2418488.9,80.228768,21.868656,562.0,884.0,880.0,3018.0,3013.0,2066.0,0.5484864115715027,-0.5468990206718445,0.2915838062763214,1.0129224061965942,318.7405700683594,0.6151342988014221,286.2362060546875,181.99879455566406,2464.55,1.0,valid
GRID-00088,420347.89,2418488.9,80.229058,21.868657,728.0,1028.0,1198.0,2720.0,3628.0,2670.0,0.3884635269641876,-0.4514407813549042,0.44044116139411926,1.3033087253570557,319.2766418457031,1.1064555644989014,262.61163330078125,182.40359497070312,2465.72,1.0,valid
GRID-00089,420377.89,2418488.9,80.229348,21.868659,643.0,969.0,1144.0,2679.0,3667.0,2707.0,0.4015171229839325,-0.46875,0.4270250201225281,1.3762598037719727,319.9153137207031,1.6884709596633911,248.7462158203125,182.3733673095703,2467.26,1.0,valid
GRID-00090,420407.89,2418488.9,80.229639,21.86866,752.0,1140.0,1526.0,2832.0,3905.0,2957.0,0.2996787130832672,-0.42598187923431396,0.5388418436050415,1.366878628730774,320.85369873046875,2.4918055534362793,243.35946655273438,182.61094665527344,2469.16,1.0,valid
GRID-00091,420437.89,2418488.9,80.229929,21.868661,655.0,1004.0,1256.0,2708.0,3819.0,2919.0,0.3662966787815094,-0.4590516984462738,0.46381092071533203,1.4239290952682495,322.181640625,2.419034719467163,236.93939208984375,181.7259979248047,2471.42,1.0,valid
GRID-00092,420467.89,2418488.9,80.230219,21.868663,744.0,1078.0,1342.0,2797.0,3841.0,2910.0,0.3515341877937317,-0.4436129033565521,0.4797997772693634,1.341079592704773,322.925048828125,2.720249652862549,241.6014862060547,182.55404663085938,2474.04,1.0,valid
GRID-00093,420497.89,2418488.9,80.23051,21.868664,592.0,904.0,1120.0,2450.0,3900.0,2981.0,0.37254902720451355,-0.4609421193599701,0.4571428596973419,1.5951019525527954,324.5350036621094,4.820629596710205,247.6478271484375,185.5092315673828,2477.03,1.0,valid
GRID-00094,420527.89,2418488.9,80.2308,21.868666,742.0,1064.0,1374.0,2360.0,4024.0,3165.0,0.26405999064445496,-0.3785046637058258,0.5822033882141113,1.6838982105255127,327.2355041503906,7.910476207733154,244.61151123046875,186.92555236816406,2480.37,1.0,valid
GRID-00095,420557.89,2418488.9,80.23109,21.868667,792.0,1100.0,1444.0,2462.0,3910.0,3186.0,0.2606246769428253,-0.3823694586753845,0.5865150690078735,1.5824533700942993,331.4786682128906,10.739590644836426,240.3734588623047,186.06170654296875,2484.08,1.0,valid
GRID-00096,420587.89,2418488.9,80.231381,21.868668,814.0,1142.0,1514.0,2434.0,3814.0,3083.0,0.23302936553955078,-0.36129748821258545,0.6220213770866394,1.5760066509246826,336.5503234863281,12.415853500366211,239.35308837890625,185.70571899414062,2488.13,1.0,valid
GRID-00097,420617.89,2418488.9,80.231671,21.86867,782.0,1092.0,1330.0,2598.0,3732.0,2924.0,0.3228105902671814,-0.40813004970550537,0.5119323134422302,1.4307159185409546,342.7626953125,14.313207626342773,244.93104553222656,189.91099548339844,2492.55,1.0,valid
GRID-00098,420647.89,2418488.9,80.231961,21.868671,820.0,1136.0,1438.0,2484.0,3721.0,3064.0,0.2667006552219391,-0.3723756968975067,0.5789049863815308,1.4722222089767456,350.97210693359375,16.702064514160156,251.3602752685547,195.71441650390625,2497.31,1.0,valid
GRID-00099,420677.89,2418488.9,80.232252,21.868672,632.0,994.0,1218.0,2604.0,3718.0,2959.0,0.36263734102249146,-0.44747084379196167,0.4677419364452362,1.4235790967941284,360.3144226074219,18.98698616027832,255.5668182373047,200.33566284179688,2502.43,1.0,valid
GRID-00100,420707.89,2418488.9,80.232542,21.868674,666.0,1082.0,1208.0,2722.0,3539.0,2651.0,0.38524168729782104,-0.43112510442733765,0.44379135966300964,1.3148421049118042,371.135986328125,89.06017303466797,135.29351806640625,0.0,2507.89,1.0,valid
