date,mine_block_id,planned_tonnes,actual_tonnes,equipment_availability_pct,rainfall_mm,blasting_delay_flag,maintenance_flag,synthetic
2023-04-24,BLOCK_B,266.6,238.8,85.0,0.0,0,0,True
2023-04-24,BLOCK_C,210.1,149.8,70.5,0.0,0,0,True
2023-04-25,BLOCK_A,338.4,270.9,85.3,0.0,0,0,True
2023-04-25,BLOCK_B,283.0,211.1,76.5,0.0,0,0,True
2023-04-25,BLOCK_C,214.5,197.6,84.6,0.0,0,0,True
2023-04-26,BLOCK_A,340.7,277.7,84.4,0.0,0,0,True
2023-04-26,BLOCK_B,278.8,203.5,72.9,0.0,0,0,True
2023-04-26,BLOCK_C,223.7,130.9,64.1,0.0,0,0,True
2023-04-27,BLOCK_A,343.5,249.8,77.8,2.9,0,0,True
2023-04-27,BLOCK_B,273.2,204.4,79.1,2.9,0,0,True
2023-04-27,BLOCK_C,213.5,175.3,80.1,2.9,0,0,True
2023-04-28,BLOCK_A,317.5,267.7,82.5,0.0,0,0,True
2023-04-28,BLOCK_B,279.9,231.6,85.4,0.0,0,0,True
2023-04-28,BLOCK_C,226.1,152.4,68.4,0.0,0,0,True
2023-04-29,BLOCK_A,343.2,295.1,89.1,0.0,0,0,True
2023-04-29,BLOCK_B,285.5,228.3,77.9,0.0,0,0,True
2023-04-29,BLOCK_C,215.1,167.8,78.6,0.0,0,0,True
2023-04-30,BLOCK_A,331.3,259.1,77.1,0.0,0,0,True
2023-04-30,BLOCK_B,280.1,235.1,82.4,0.0,0,0,True
2023-04-30,BLOCK_C,223.0,113.9,73.5,0.0,1,0,True
2023-05-01,BLOCK_A,340.6,261.1,76.6,0.0,0,0,True
2023-05-01,BLOCK_B,281.1,221.3,74.9,0.0,0,0,True
2023-05-01,BLOCK_C,219.1,158.6,82.3,0.0,0,0,True
2023-05-02,BLOCK_A,340.4,257.5,78.5,0.0,0,0,True
2023-05-02,BLOCK_B,287.0,274.9,92.7,0.0,0,0,True
2023-05-02,BLOCK_C,219.4,184.6,83.3,0.0,0,0,True
2023-05-03,BLOCK_A,339.5,271.2,79.8,0.0,0,0,True
2023-05-03,BLOCK_B,284.0,254.6,84.0,0.0,0,0,True
2023-05-03,BLOCK_C,209.7,187.5,91.2,0.0,0,0,True
2023-05-04,BLOCK_A,342.9,252.7,73.3,0.0,0,0,True
2023-05-04,BLOCK_B,281.7,219.7,81.9,0.0,0,0,True
2023-05-04,BLOCK_C,221.0,186.4,85.0,0.0,0,0,True
2023-05-05,BLOCK_A,347.2,272.1,88.7,5.4,0,0,True
2023-05-05,BLOCK_B,287.1,230.7,90.1,5.4,0,0,True
